service_id,date,exception_type
1004 4_20241230_20250203_To,20250102,2
1004 4_20241230_20250203_Pe,20250103,2
1004 4_20241230_20250203_Ma,20250106,2
1004 4_20241230_20250203_Su,20250106,1
1004 4_20241230_20250203_Ti,20241231,2
1004 4_20241230_20250203_Ke,20250101,2
1004 5_20241209_20241229_To,20241226,2
1004 5_20241209_20241229_Ti,20241224,2
1004 5_20241209_20241229_Ke,20241225,2
1004 5_20241209_20241229_Pe,20241213,2
1004 5_20241209_20241229_Pe,20241227,2
1004 5_20241230_20250203_Ma,20241230,2
1004 5_20241230_20250203_To,20250102,2
1004 5_20241230_20250203_Pe,20250103,2
1004 5_20241230_20250203_Ma,20250106,2
1004 5_20241230_20250203_Su,20250106,1
1004 5_20241230_20250203_Ti,20241231,2
1004 5_20241230_20250203_Ke,20250101,2
1004 6_20241209_20241229_To,20241226,2
1004 6_20241209_20241229_Ti,20241224,2
1004 6_20241209_20241229_Ke,20241225,2
1004 6_20241209_20241229_Pe,20241213,2
1004 6_20241209_20241229_Pe,20241227,2
1004 6_20241209_20241229_Su,20241226,1
1004 6_20241230_20250203_Ma,20241230,2
1004 6_20241230_20250203_To,20250102,2
1004 6_20241230_20250203_Pe,20250103,2
1004 6_20241230_20250203_Ma,20250106,2
1004 6_20241230_20250203_Su,20250106,1
1004 6_20241230_20250203_Ti,20241231,2
1004 6_20241230_20250203_Ke,20250101,2
1004H3_20241209_20241229_To,20241226,2
1004H3_20241209_20241229_Ti,20241224,2
1004H3_20241209_20241229_Ke,20241225,2
1004H3_20241209_20241229_Pe,20241213,2
1004H3_20241209_20241229_Pe,20241227,2
1004H3_20241209_20241229_Su,20241226,1
1004H3_20241230_20250203_Ma,20241230,2
1004H3_20241230_20250203_To,20250102,2
1004H3_20241230_20250203_Pe,20250103,2
1004H3_20241230_20250203_Ma,20250106,2
1004H3_20241230_20250203_Su,20250106,1
1004H3_20241230_20250203_Ti,20241231,2
1004H3_20241230_20250203_Ke,20250101,2
1004H4_20241209_20241229_Ke,20241225,2
1004H4_20241209_20241229_To,20241226,2
1004H4_20241209_20241229_Ti,20241224,2
1004H4_20241209_20241229_Pe,20241213,2
1004H4_20241209_20241229_Pe,20241227,2
1004H4_20241209_20241229_Su,20241226,1
1004H4_20241230_20250203_Ma,20241230,2
1004H4_20241230_20250203_To,20250102,2
1004H4_20241230_20250203_Pe,20250103,2
1004H4_20241230_20250203_Ma,20250106,2
1004H4_20241230_20250203_Su,20250106,1
1004H4_20241230_20250203_Ti,20241231,2
1004H4_20241230_20250203_Ke,20250101,2
1004H5_20241209_20241229_To,20241226,2
1004H5_20241209_20241229_Ti,20241224,2
1004H5_20241209_20241229_Ke,20241225,2
1004H5_20241209_20241229_Pe,20241213,2
1004H5_20241209_20241229_Pe,20241227,2
1004H5_20241230_20250203_Ma,20241230,2
1004H5_20241230_20250203_To,20250102,2
1004H5_20241230_20250203_Pe,20250103,2
1004H5_20241230_20250203_Ma,20250106,2
1004H5_20241230_20250203_Su,20250106,1
1004H5_20241230_20250203_Ti,20241231,2
1004H5_20241230_20250203_Ke,20250101,2
1004H6_20241209_20241229_To,20241226,2
1004H6_20241209_20241229_Ti,20241224,2
1004H6_20241209_20241229_Ke,20241225,2
1004H6_20241209_20241229_Pe,20241213,2
1004H6_20241209_20241229_Pe,20241227,2
1004H6_20241209_20241229_Su,20241226,1
1004H6_20241230_20250203_Ma,20241230,2
1004H6_20241230_20250203_Ti,20241231,2
1004H6_20241230_20250203_To,20250102,2
1004H6_20241230_20250203_Pe,20250103,2
1004H6_20241230_20250203_Ma,20250106,2
1004H6_20241230_20250203_Su,20250106,1
1004H6_20241230_20250203_Ke,20250101,2
1005_20241206_20241206_Pe,20241206,2
1005_20241207_20250203_To,20241226,2
1005_20241207_20250203_Ma,20241230,2
1005_20241207_20250203_To,20250102,2
1005_20241207_20250203_Pe,20250103,2
1005_20241207_20250203_Ma,20250106,2
1005_20241207_20250203_Ti,20241224,2
1005_20241207_20250203_Ke,20241225,2
1005_20241207_20250203_Pe,20241227,2
1005_20241207_20250203_Su,20241226,1
1005_20241207_20250203_Su,20250106,1
1005_20241207_20250203_Ti,20241231,2
1005_20241207_20250203_Ke,20250101,2
1005 4_20241206_20241206_Pe,20241206,2
1005 4_20241207_20250203_To,20241226,2
1005 4_20241207_20250203_Ma,20241230,2
1005 4_20241207_20250203_To,20250102,2
1005 4_20241207_20250203_Pe,20250103,2
1005 4_20241207_20250203_Ma,20250106,2
1005 4_20241207_20250203_Ti,20241224,2
1005 4_20241207_20250203_Ke,20241225,2
1005 4_20241207_20250203_Pe,20241227,2
1005 4_20241207_20250203_Su,20241226,1
1005 4_20241207_20250203_Su,20250106,1
1005 4_20241207_20250203_Ti,20241231,2
1005 4_20241207_20250203_Ke,20250101,2
1005H4_20241206_20241206_Pe,20241206,2
1005H4_20241207_20250203_To,20241226,2
1005H4_20241207_20250203_Ma,20241230,2
1005H4_20241207_20250203_To,20250102,2
1005H4_20241207_20250203_Pe,20250103,2
1005H4_20241207_20250203_Ma,20250106,2
1005H4_20241207_20250203_Ti,20241224,2
1005H4_20241207_20250203_Ke,20241225,2
1005H4_20241207_20250203_Pe,20241227,2
1005H4_20241207_20250203_Su,20241226,1
1005H4_20241207_20250203_Su,20250106,1
1005H4_20241207_20250203_Ti,20241231,2
1005H4_20241207_20250203_Ke,20250101,2
1006_20241209_20241229_To,20241226,2
1006_20241209_20241229_Ti,20241224,2
1006_20241209_20241229_Ke,20241225,2
1006_20241209_20241229_Pe,20241227,2
1006_20241209_20241229_Su,20241226,1
1006_20241230_20250203_Ma,20241230,2
1006_20241230_20250203_To,20250102,2
1006_20241230_20250203_Pe,20250103,2
1006_20241230_20250203_Ma,20250106,2
1006_20241230_20250203_Su,20250106,1
1006_20241230_20250203_Ti,20241231,2
1006_20241230_20250203_Ke,20250101,2
1006 5_20241209_20241229_To,20241226,2
1006 5_20241209_20241229_Ti,20241224,2
1006 5_20241209_20241229_Ke,20241225,2
1006 5_20241209_20241229_Pe,20241227,2
1006 5_20241209_20241229_Su,20241226,1
1006 5_20241230_20250203_Ma,20241230,2
1006 5_20241230_20250203_To,20250102,2
1006 5_20241230_20250203_Pe,20250103,2
1006 5_20241230_20250203_Ma,20250106,2
1006 5_20241230_20250203_Su,20250106,1
1006 5_20241230_20250203_Ti,20241231,2
1006 5_20241230_20250203_Ke,20250101,2
1006 6_20241209_20241229_To,20241226,2
1006 6_20241209_20241229_Ti,20241224,2
1006 6_20241209_20241229_Ke,20241225,2
1006 6_20241209_20241229_Pe,20241227,2
1006 6_20241209_20241229_Su,20241226,1
1006 6_20241230_20250203_Ma,20241230,2
1006 6_20241230_20250203_To,20250102,2
1006 6_20241230_20250203_Pe,20250103,2
1006 6_20241230_20250203_Ma,20250106,2
1006 6_20241230_20250203_Su,20250106,1
1006 6_20241230_20250203_Ti,20241231,2
1006 6_20241230_20250203_Ke,20250101,2
1006H5_20241209_20241229_To,20241226,2
1006H5_20241209_20241229_Ti,20241224,2
1006H5_20241209_20241229_Ke,20241225,2
1006H5_20241209_20241229_Pe,20241227,2
1006H5_20241209_20241229_Su,20241226,1
